L3_CODE,Finan_emp,Elec_emp,Public_emp,Manu_emp,Const_emp,Hotel_emp,Estate_emp,Edu_emp,Trans_emp,Const_emp_2001,Edu_emp_2001,Elec_emp_2001,Estate_emp_2001,Finan_emp_2001,Hotel_emp_2001,Manu_emp_2001,Public_emp_2001,Trans_emp_2001,Manu_emp_growth,Elec_emp_growth,Const_emp_growth,Hotel_emp_growth,Trans_emp_growth,Finan_emp_growth,Estate_emp_growth,Public_emp_growth,Edu_emp_growth
100636.0,245.0,17.0,193.0,1691.0,1e-05,5191.0,94.0,1190.0,32.0,1e-05,851.0,4.0,33.0,157.0,3828.0,416.0,357.0,72.0,0.12396862875286296,0.12814713332144168,0.0,0.025706855740139423,-0.06534473481593284,0.03778057168185911,0.09115008997341967,-0.04996247902680484,0.0283353928523713
100651.0,4314.0,764.0,5651.0,13917.0,482.0,53366.0,2819.0,12561.0,1131.0,85.0,6355.0,266.0,899.0,1716.0,32934.0,9589.0,2806.0,802.0,0.03152801109944825,0.09190363093115428,0.15558618895233645,0.04104223116209216,0.029059974099479025,0.07985034516382927,0.09992046361641416,0.060074700962771344,0.058422479352918666
100662.0,418.0,41.0,344.0,2550.0,1e-05,13352.0,148.0,2785.0,80.0,1e-05,2388.0,14.0,64.0,345.0,9670.0,565.0,297.0,100.0,0.13381181351199878,0.09367424519765177,0.0,0.027251192596659424,-0.018423470126248342,0.01612335205643345,0.07235886190292029,0.012317705543336777,0.01289844970046694
100669.0,453.0,111.0,351.0,2087.0,3.0,13446.0,350.0,2493.0,89.0,1e-05,1385.0,8.0,45.0,149.0,4797.0,1010.0,213.0,72.0,0.062347881737099264,0.24504796461453004,1.8604000122360977,0.08968744977202903,0.017821121998733647,0.09709102223355703,0.186418638748858,0.04250295040658658,0.050201680167547114
100694.0,865.0,67.0,368.0,3220.0,1e-05,15226.0,665.0,3177.0,362.0,1e-05,2258.0,1e-05,86.0,442.0,6908.0,1457.0,118.0,118.0,0.06831590289508771,2.705438135788884,0.0,0.06807756152302069,0.09791540879222183,0.057546534689363105,0.185842286076487,0.09942046702129259,0.02886352997953945
100918.0,1202.0,120.0,1529.0,5411.0,2.0,30624.0,687.0,5696.0,477.0,895.0,3340.0,83.0,470.0,434.0,13448.0,2539.0,1011.0,146.0,0.0650857382586354,0.031197685239716888,-0.3986870181173432,0.07098573094579219,0.1036900490506707,0.08859890929403247,0.032139122357892846,0.03507390735709226,0.04548697389018175
100921.0,549.0,41.0,418.0,3776.0,1e-05,11623.0,309.0,2798.0,111.0,1e-05,2008.0,140.0,95.0,394.0,7197.0,960.0,646.0,118.0,0.12089103603643836,-0.09727670069401728,0.0,0.04075193718625014,-0.005083238323458361,0.028031314026483845,0.10328125508191577,-0.035626398413561744,0.02803286825699014
100925.0,762.0,148.0,589.0,5546.0,22.0,36063.0,491.0,6102.0,620.0,1e-05,3444.0,41.0,146.0,532.0,10470.0,1855.0,343.0,113.0,0.09556040849344938,0.11290088615559335,2.377032369118703,0.1085610045782579,0.1524164188003594,0.030394689154306098,0.10635385390950058,0.04608850831243294,0.04881950420110859
100929.0,362.0,39.0,481.0,2670.0,1e-05,10468.0,188.0,1986.0,59.0,1e-05,1297.0,10.0,197.0,195.0,6761.0,623.0,609.0,46.0,0.12893412576882834,0.12009635489333625,0.0,0.03710102821573802,0.020957933728947165,0.05290574803326287,-0.0038892310993625667,-0.019470535324369376,0.03614357660419398
100954.0,499.0,110.0,375.0,2814.0,1e-05,17807.0,404.0,4227.0,227.0,1e-05,2908.0,43.0,151.0,362.0,9641.0,1101.0,553.0,87.0,0.08133783258425131,0.08141822845819169,0.0,0.05246030061047868,0.08320057957681648,0.027107730467309077,0.08546802499800821,-0.03185105166520774,0.03165975042161895
100965.0,74.0,3.0,253.0,549.0,1e-05,4431.0,39.0,1066.0,13.0,1e-05,310.0,1e-05,20.0,50.0,1899.0,268.0,120.0,16.0,0.06158098094891584,1.8604000122360977,0.0,0.07316063087694524,-0.017154438363525593,0.033209703593181095,0.057230177112217895,0.06413061888573668,0.10840793424806394
100991.0,139.0,5.0,251.0,518.0,1e-05,9104.0,118.0,925.0,57.0,19.0,976.0,3.0,42.0,205.0,3435.0,596.0,235.0,39.0,-0.011620736941089449,0.04348784793451377,-0.7002421720075327,0.0846146319502914,0.03212949118468633,-0.031859447937326535,0.08989851221710343,0.0055040439800491114,-0.004462417769095728
104240.0,761.0,32.0,926.0,2145.0,1e-05,10451.0,353.0,2875.0,215.0,8.0,2351.0,42.0,248.0,800.0,5985.0,1016.0,592.0,147.0,0.06425197724620957,-0.022406307838229167,-0.6778368712040104,0.047549308280250724,0.032191061234792206,-0.004156203131984504,0.029856984461931857,0.037984272934614705,0.0169090249353423
104243.0,482.0,1e-05,309.0,1229.0,1e-05,4794.0,153.0,2393.0,68.0,1e-05,1703.0,1e-05,88.0,165.0,3685.0,805.0,168.0,48.0,0.03588847249680982,0.0,0.0,0.02216665996988998,0.029450904696569635,0.09344495336845826,0.047170493771231614,0.052092924257564954,0.0287519487231902
104273.0,630.0,25.0,683.0,4504.0,1e-05,6703.0,292.0,2975.0,103.0,1e-05,1806.0,4.0,80.0,293.0,5726.0,1540.0,182.0,75.0,0.0935529212855557,0.1649930507507129,0.0,0.013214717761886652,0.026789290062534166,0.06587451266497113,0.11392958531385089,0.11650955215585546,0.04247128714048043
104284.0,406.0,10.0,403.0,2811.0,1e-05,4410.0,197.0,2679.0,47.0,1e-05,2164.0,1e-05,83.0,199.0,3509.0,693.0,369.0,73.0,0.12376965550262531,2.162277660168379,0.0,0.019227817985194573,-0.03602763643784335,0.06122159701046792,0.0746878637108519,0.007372033784960319,0.017949628234179338
107838.0,951.0,106.0,709.0,2760.0,4.0,12463.0,399.0,4089.0,368.0,1e-05,3514.0,37.0,238.0,415.0,9368.0,1428.0,262.0,120.0,0.056448683424919155,0.09167159886770682,1.9298024147245099,0.0240739277151798,0.097881704040925,0.07154653189225746,0.04399798766523255,0.08649753493338519,0.012708867522260414
107852.0,705.0,1e-05,386.0,739.0,1e-05,4532.0,126.0,1650.0,68.0,1e-05,1278.0,1e-05,29.0,189.0,3189.0,189.0,292.0,57.0,0.1203366742647658,0.0,0.0,0.029721107605108932,0.014813349141264531,0.1159479602959752,0.13022361939260385,0.023529515928049083,0.02151815806027413
107855.0,233.0,1e-05,312.0,551.0,1e-05,1730.0,49.0,1238.0,19.0,1e-05,1175.0,1e-05,27.0,111.0,1399.0,250.0,55.0,24.0,0.06807307192993739,0.0,0.0,0.017854495383073044,-0.0192796283754324,0.06374144051581143,0.05091928011378122,0.15562250815411383,0.00436190442062534
107857.0,1007.0,1e-05,562.0,2134.0,9.0,19550.0,365.0,4138.0,891.0,14.0,2953.0,21.0,253.0,476.0,11808.0,1036.0,1068.0,155.0,0.06206938053188815,-0.70273184197273,-0.0361498051911644,0.04291168826581648,0.156899146007498,0.06443352176844375,0.031013523753249395,-0.05209731106840987,0.028514897521654925
107866.0,898.0,102.0,724.0,2253.0,2.0,9317.0,259.0,3056.0,186.0,1e-05,1858.0,1e-05,389.0,164.0,7541.0,777.0,143.0,77.0,0.0927689532692273,2.837514366122179,1.7653652404912625,0.0177800400500836,0.07626326762019042,0.1522216750719052,-0.03332790885286696,0.14472247781873016,0.04233895788527553
107876.0,464.0,2.0,479.0,854.0,1e-05,3108.0,127.0,2110.0,104.0,1e-05,1396.0,8.0,68.0,85.0,3466.0,597.0,99.0,55.0,0.030284014742129495,-0.10910128185966073,0.0,-0.009044001319418404,0.05452258962395806,0.15192690297053302,0.053435381181814234,0.140403023071338,0.035022409936666055
107895.0,2190.0,110.0,1727.0,6001.0,25.0,14148.0,965.0,5883.0,360.0,102.0,2919.0,1e-05,912.0,1105.0,11582.0,4155.0,680.0,236.0,0.031108538505613126,2.8617372715050267,-0.11057024740841248,0.01681659192378393,0.035815824238825344,0.05866076922668473,0.004718439548127895,0.08076669278002258,0.060141240851891986
107914.0,623.0,46.0,377.0,2708.0,6.0,5968.0,311.0,2794.0,125.0,18.0,2413.0,16.0,325.0,135.0,4647.0,718.0,228.0,161.0,0.11697559604492835,0.09199291534326659,-0.08748524523950607,0.021068030016599737,-0.02087002832886231,0.13591592933777052,-0.0036626319863054535,0.042798846104815436,0.012291888027278874
107947.0,218.0,22.0,318.0,1132.0,14.0,4224.0,167.0,1302.0,67.0,1e-05,986.0,1e-05,67.0,171.0,2654.0,597.0,519.0,25.0,0.05476572302078697,2.377032369118703,2.2522006801629204,0.03948585169591312,0.08562015978465598,0.02044209397196073,0.07907957538193333,-0.03999908529097629,0.02343713811149506
107958.0,1022.0,277.0,678.0,4212.0,23.0,17150.0,728.0,4220.0,213.0,6.0,2738.0,7.0,101.0,422.0,6597.0,1407.0,531.0,199.0,0.09567778262403537,0.3586736226981675,0.11848813681611992,0.08287036879114784,0.005681691680194723,0.07649381039938441,0.17891954313742797,0.020574229403591326,0.03670831998444313
107976.0,614.0,41.0,495.0,1934.0,1e-05,8578.0,275.0,3317.0,99.0,1e-05,1883.0,3.0,122.0,254.0,3224.0,672.0,286.0,108.0,0.0920870729644856,0.24347927174281137,0.0,0.08496547201042404,-0.0072247233813519385,0.0763277923685508,0.07007546184709046,0.04677481182307819,0.04831370281836622
107980.0,952.0,404.0,1412.0,3467.0,16.0,9844.0,1025.0,3589.0,267.0,25.0,1681.0,151.0,363.0,448.0,5041.0,1195.0,799.0,135.0,0.09282048685050026,0.08546802499800821,-0.03650751600100388,0.057356020088532134,0.05847707850552086,0.06482910006759868,0.09035546175021802,0.04859389877459663,0.06524738987122314
107987.0,810.0,13.0,388.0,5943.0,22.0,16216.0,423.0,3787.0,764.0,1e-05,2578.0,4.0,316.0,543.0,7917.0,2092.0,349.0,95.0,0.09090518058030739,0.1032068422862531,2.377032369118703,0.06156988765917104,0.18972744308297518,0.03388864546293302,0.02460020963179721,0.008866864588561452,0.032565711609830794
107990.0,255.0,26.0,185.0,1139.0,11.0,4320.0,235.0,1463.0,54.0,1e-05,672.0,4.0,34.0,153.0,2360.0,439.0,55.0,36.0,0.08269201460766618,0.16880693484694076,2.187494106305747,0.05167361604316434,0.03436608313191658,0.04348784793451377,0.17480488966679975,0.10637092266187542,0.06697993993606333
200304.0,82.0,1e-05,507.0,350.0,1e-05,1408.0,51.0,1008.0,23.0,1.0,217.0,1e-05,11.0,25.0,1118.0,2320.0,226.0,4.0,-0.14582208528894425,0.0,-0.6168813150442711,0.019404948852186354,0.15692619310800526,0.10405189364821843,0.1363569982965982,0.06964983049574003,0.13653653180418646
200314.0,488.0,59.0,1828.0,2563.0,12.0,9911.0,404.0,2647.0,217.0,277.0,1542.0,1e-05,180.0,355.0,4093.0,2128.0,4570.0,192.0,0.015620399015124686,2.6663816247588845,-0.2301753915903022,0.07648085641609614,0.010252364138910286,0.026871157668989065,0.06969279765495018,-0.07351512752093081,0.04605807730968059
200351.0,354.0,19.0,902.0,4110.0,4.0,7645.0,211.0,2446.0,162.0,1e-05,650.0,5.0,21.0,136.0,2820.0,776.0,551.0,55.0,0.1490308128500546,0.1176743898576198,1.9298024147245099,0.08666087781903165,0.09419827829852201,0.08298397272682068,0.21200737746515763,0.04192848573376162,0.11676533479107198
200373.0,77.0,1.0,468.0,794.0,1e-05,1311.0,97.0,1460.0,34.0,1e-05,717.0,1e-05,24.0,47.0,1732.0,660.0,731.0,22.0,0.015522883007351496,1.6101572156825368,0.0,-0.022940000757617374,0.03694252762099115,0.041996049105543776,0.1234317865622423,-0.03648006098815759,0.0610507133444822
200389.0,84.0,14.0,116.0,317.0,1e-05,2201.0,50.0,1055.0,40.0,14.0,175.0,1e-05,3.0,14.0,596.0,145.0,176.0,5.0,0.06735184466320043,2.2522006801629204,-0.6925158997414931,0.11501612631665692,0.18920711500272103,0.16103667237399422,0.264214389215486,-0.03414460474471981,0.1614963987019229
200391.0,89.0,1e-05,750.0,163.0,1e-05,1724.0,36.0,801.0,8.0,1e-05,206.0,1e-05,3.0,19.0,984.0,117.0,551.0,5.0,0.028016641879577753,0.0,0.0,0.04784049984775107,0.03994410769050427,0.13732966534729685,0.2300755055779713,0.026027825189034015,0.11981713335913202
200395.0,51.0,1e-05,869.0,95.0,1e-05,768.0,2.0,413.0,3.0,2.0,125.0,1e-05,1.0,15.0,328.0,49.0,430.0,9.0,0.056721703071932694,0.0,-0.6383841145618971,0.0734717373287419,-0.08748524523950607,0.10736274831268156,0.05946309435929531,0.06038264240011704,0.10472284882976135
201202.0,802.0,78.0,640.0,2584.0,1e-05,16170.0,392.0,2562.0,274.0,19.0,1400.0,73.0,139.0,269.0,7729.0,982.0,483.0,358.0,0.08396456464977797,0.0055360497295235955,-0.7002421720075327,0.06344628730076596,-0.02203729145956479,0.09530526184241062,0.0902412393105092,0.023731508552904623,0.051649268646557056
201204.0,1200.0,56.0,704.0,6094.0,234.0,32162.0,954.0,4826.0,654.0,1e-05,1366.0,18.0,51.0,99.0,6837.0,4422.0,189.0,377.0,0.027086393741458048,0.09919892122802643,3.1124565404365985,0.13773151716669974,0.046975132417970134,0.2311061597816142,0.2764334690998236,0.11581596571955388,0.1109078906385006
201207.0,534.0,16.0,504.0,7098.0,1e-05,23086.0,508.0,3514.0,38.0,1e-05,1513.0,1e-05,57.0,58.0,20454.0,1713.0,84.0,374.0,0.12576623647984797,2.28859201957342,0.0,0.010138374476141854,-0.17350036483323594,0.20321371032679214,0.19995715058669594,0.16103667237399422,0.0727459965299233
201213.0,2368.0,254.0,1058.0,14088.0,48.0,68458.0,2298.0,11348.0,818.0,45.0,2415.0,1e-05,520.0,553.0,20578.0,5871.0,1176.0,440.0,0.07566764384674785,3.140659098349505,0.00539269862919145,0.10535493280065578,0.05303236373878639,0.1288547044601398,0.13182397725945272,-0.008772835133764145,0.13762776432379487
201233.0,832.0,590.0,666.0,19384.0,106.0,24666.0,840.0,3020.0,680.0,71.0,565.0,1.0,97.0,64.0,8136.0,2724.0,94.0,523.0,0.17765936895589962,0.7017836009243916,0.03396052815117745,0.09683335485378963,0.02211697738131857,0.23830781190154315,0.1970867651382433,0.17723237734414776,0.14990829793378624
201263.0,1134.0,30.0,860.0,8236.0,1e-05,30856.0,1014.0,7028.0,276.0,1e-05,1773.0,81.0,222.0,194.0,9347.0,1734.0,198.0,395.0,0.13864655644505053,-0.07943805082007793,0.0,0.1046438574383064,-0.029431931814491774,0.15851308596287028,0.1349422102107698,0.13019341283589725,0.12161442159322489
201285.0,1476.0,68.0,594.0,10632.0,6.0,51418.0,1698.0,8200.0,386.0,37.0,2565.0,6.0,169.0,373.0,17377.0,2688.0,535.0,576.0,0.1214127132213374,0.22423034041114875,-0.14066507930486782,0.09461576383464632,-0.032805685108516,0.12145399007724977,0.2120045450269794,0.008755824307501658,0.10169287379419378
201290.0,896.0,64.0,630.0,8466.0,1e-05,58444.0,734.0,4532.0,154.0,25.0,1019.0,20.0,21.0,113.0,4341.0,709.0,304.0,122.0,0.2295683316132422,0.10178240229449775,-0.707019758527549,0.24192636114207322,0.019600580784929322,0.1883265412241133,0.3446927512706235,0.06260595921590362,0.13242550739512926
201294.0,606.0,10.0,2352.0,10340.0,1e-05,24572.0,690.0,4138.0,172.0,1e-05,853.0,7.0,88.0,178.0,6905.0,1608.0,23.0,150.0,0.16775806271124694,0.030169046916694864,0.0,0.11157746900469512,0.01147021608001908,0.10748465758864745,0.18721817042711475,0.4705364375967458,0.14065275719514014
201322.0,2302.0,81.0,3365.0,9747.0,48.0,35987.0,1422.0,6503.0,744.0,12.0,2845.0,14.0,241.0,838.0,21125.0,4770.0,1310.0,987.0,0.06135999866768649,0.15752331819952015,0.12246204830937302,0.045391771107503365,-0.02327722359961404,0.08785691089864733,0.15941846531091053,0.0817896310346784,0.07132019150562097
201345.0,1765.0,169.0,423.0,7221.0,22.0,29766.0,1033.0,4646.0,1019.0,34.0,3369.0,7.0,237.0,571.0,12745.0,3151.0,211.0,599.0,0.07154992891260159,0.3038642828108622,-0.035626398413561744,0.0732437954924714,0.04527110904149945,0.09860705455390306,0.13052281514783814,0.05967208214617181,0.02714443190745941
201347.0,262.0,27.0,321.0,2300.0,1e-05,7285.0,134.0,1408.0,139.0,1e-05,421.0,1.0,23.0,22.0,4537.0,289.0,86.0,138.0,0.18869152437648462,0.3160740129524924,0.0,0.04025161346318895,0.0006018683812560877,0.22929623323684156,0.1581942740960307,0.11600776174812943,0.10584276247913449
201349.0,745.0,264.0,273.0,4587.0,14.0,18164.0,673.0,3264.0,126.0,1e-05,2574.0,9.0,144.0,258.0,10999.0,2241.0,250.0,503.0,0.061509553088502145,0.3251960054652516,2.2522006801629204,0.04268915770549775,-0.10895381864539555,0.09239083353245148,0.13711498047071835,0.0073612011869552685,0.019988168100395276
201358.0,1334.0,123.0,410.0,4817.0,49.0,21163.0,521.0,3842.0,344.0,12.0,3218.0,3.0,120.0,1023.0,11127.0,2562.0,398.0,578.0,0.05402228554990063,0.36269497589568833,0.1243924035530013,0.05503433936405888,-0.04232264788822204,0.02236667071480891,0.13015507548131144,0.002478495939884473,0.014879024779845595
201376.0,731.0,38.0,379.0,3392.0,3.0,13353.0,209.0,2318.0,206.0,1e-05,884.0,3.0,324.0,584.0,9378.0,3122.0,90.0,223.0,0.00693610208705886,0.23563024027051527,1.8604000122360977,0.029885756258710483,-0.006586182286396403,0.018885490028598628,-0.03587478846226122,0.12728326140383173,0.08364849096738247
201379.0,650.0,163.0,293.0,3730.0,6.0,11532.0,356.0,2674.0,228.0,21.0,1546.0,11.0,78.0,276.0,8227.0,1369.0,41.0,452.0,0.08711490103759267,0.25189021024356517,-0.09913234057323295,0.0285417571127502,-0.055432422258917535,0.07399029324371975,0.13487043702151902,0.17807691801456338,0.04671711664799516
201395.0,2272.0,64.0,426.0,5380.0,24.0,12642.0,493.0,3201.0,172.0,1e-05,2333.0,7.0,79.0,717.0,7862.0,1930.0,184.0,231.0,0.08918607552450575,0.20251405513572585,2.401608046305038,0.04037576953454525,-0.02427738230362142,0.10088198337863874,0.16484548050895986,0.07246381506996724,0.026709493945216378
201504.0,422.0,79.0,271.0,5591.0,28.0,11849.0,512.0,2181.0,61.0,3.0,1307.0,1e-05,90.0,271.0,9192.0,1804.0,149.0,219.0,0.09884831507260095,2.7566631744817087,0.20458207989911492,0.021384603575960393,-0.10103977473957193,0.03759673544879849,0.15589651486004796,0.051111010047083294,0.043594239449317396
201506.0,817.0,16.0,2444.0,144506.0,1e-05,40134.0,1924.0,4087.0,885.0,2.0,1190.0,2.0,136.0,131.0,7611.0,8878.0,121.0,225.0,0.2617236052979044,0.18920711500272103,-0.6383841145618971,0.14860991367661036,0.12089103603643836,0.16478534206804207,0.2470642995875434,0.2846248513193892,0.10829355154746345
201508.0,612.0,170.0,385.0,5201.0,1e-05,27333.0,469.0,4212.0,551.0,1e-05,2849.0,7.0,52.0,109.0,14860.0,8299.0,340.0,73.0,-0.03819191356537899,0.30450547683073204,0.0,0.05209681934211341,0.1834567604676045,0.15463240974461123,0.2011505880867921,0.010411974323698336,0.03311736038209245
201510.0,346.0,24.0,183.0,11865.0,21.0,14922.0,654.0,1288.0,225.0,1e-05,515.0,1e-05,186.0,226.0,9166.0,6610.0,73.0,128.0,0.04995863658895883,2.401608046305038,2.363966079099075,0.04144722048989613,0.048128135220890655,0.03612933970042875,0.11046634361630914,0.07959455574859198,0.07938336221810238
201512.0,365.0,4.0,192.0,5159.0,14.0,18089.0,585.0,2001.0,275.0,34.0,1806.0,46.0,91.0,358.0,8898.0,1457.0,214.0,135.0,0.11111454140858479,-0.18415338998762054,-0.07127437933647562,0.06090585552450789,0.06108435317537331,0.0016149999752133049,0.16773116978545755,-0.008999315150077236,0.008580990815969969
201518.0,601.0,86.0,398.0,4162.0,1e-05,11857.0,314.0,2098.0,91.0,1e-05,1888.0,3.0,24.0,638.0,8133.0,4861.0,285.0,251.0,-0.01285404279454816,0.3226596343456889,0.0,0.03191439455650591,-0.0810737891455231,-0.0049662396516366725,0.23896736556175435,0.02822111407626049,0.00882760570446739
201519.0,974.0,335.0,79.0,59127.0,147.0,23085.0,724.0,2657.0,203.0,155.0,4530.0,4.0,244.0,296.0,13021.0,8229.0,140.0,203.0,0.17860939457895575,0.44626785845300665,-0.004406307792659048,0.04887514707983609,0.0,0.10434712226554765,0.0948695939840134,-0.046563908010710975,-0.043486480693231244
201520.0,1013.0,270.0,7169.0,470994.0,22.0,23398.0,813.0,1757.0,549.0,1.0,488.0,1e-05,111.0,103.0,8510.0,22435.0,2307.0,167.0,0.2887661137141604,3.161791450287817,0.2938042003096868,0.0879378792252179,0.10425995404503863,0.20984857804754298,0.18049448882050978,0.09909251135954911,0.11266047687058856
201528.0,5119.0,122.0,8375.0,47553.0,373.0,43911.0,2863.0,4299.0,4631.0,50.0,1187.0,27.0,1509.0,2763.0,43060.0,22683.0,1477.0,4883.0,0.06362805890025358,0.13392154078772212,0.18230148650401512,0.001632194434495915,-0.004405845458785973,0.05273005099896144,0.05481834843778577,0.15558091338616453,0.11320819261176429
201533.0,1669.0,1e-05,980.0,11656.0,2.0,28860.0,1786.0,5451.0,362.0,1e-05,6686.0,21.0,188.0,506.0,19789.0,5046.0,565.0,1613.0,0.07226021195173882,-0.70273184197273,1.7653652404912625,0.031943785125637225,-0.11707695934998097,0.10456722263700424,0.2063601069567058,0.04696332579038165,-0.016874069953530135
201535.0,1061.0,139.0,89.0,11182.0,321.0,37248.0,1670.0,3980.0,434.0,4.0,1417.0,1e-05,255.0,676.0,8060.0,2423.0,720.0,574.0,0.13591850033692254,2.9377780459709677,0.44113197255891645,0.13604968707620024,-0.023029418569672222,0.038278969329141654,0.1695389523808737,-0.15988618604805482,0.08987352225744494
201537.0,1997.0,374.0,837.0,14464.0,38.0,36771.0,1767.0,6385.0,1026.0,10.0,4039.0,141.0,363.0,414.0,20573.0,4239.0,347.0,626.0,0.10769131278515154,0.08468684757411005,0.1176743898576198,0.04958428096198331,0.04203207105287765,0.14011364568204376,0.1409785862453159,0.07613394789020567,0.03890041727176152
201541.0,4857.0,930.0,1281.0,33759.0,394.0,81982.0,10383.0,6096.0,1344.0,88.0,5357.0,1077.0,2742.0,3948.0,66704.0,16370.0,3460.0,1602.0,0.06217255213109718,-0.01215470178736422,0.13305535881364183,0.017334765467126978,-0.014527000512925103,0.01741760124974645,0.1173466990254155,-0.07946687877450453,0.010827253481418664
201543.0,1053.0,166.0,1555.0,8263.0,433.0,27669.0,1182.0,3716.0,630.0,119.0,2231.0,224.0,826.0,1693.0,15352.0,4796.0,225.0,445.0,0.04637707187484508,-0.02466231265974106,0.11364065713809879,0.05031372772577658,0.029394187198873434,-0.038798844041063596,0.03031443810876655,0.17479563154378774,0.043433264663711224
201547.0,1032.0,18.0,219.0,8007.0,1e-05,23312.0,583.0,3506.0,319.0,10.0,2504.0,1e-05,90.0,217.0,8304.0,2320.0,175.0,411.0,0.10874537261496298,2.3210293118651313,-0.683772233983162,0.08982730028847441,-0.020895443278072467,0.1387673240680649,0.16847341849108544,0.01886623997992465,0.028445934198664924
201553.0,1780.0,12.0,601.0,7711.0,15.0,21995.0,1200.0,4554.0,441.0,1e-05,2631.0,94.0,259.0,547.0,15045.0,2765.0,1398.0,429.0,0.0892259109299991,-0.15762697844824403,2.2709527571239283,0.0321535592640374,0.002301641095083129,0.10332313050905517,0.13629245639207532,-0.06793269293342985,0.04678144262469308
201555.0,722.0,101.0,152.0,30749.0,99.0,20601.0,1596.0,1547.0,690.0,6.0,942.0,4.0,204.0,530.0,11111.0,5705.0,121.0,448.0,0.15070662190604467,0.3087452402256019,0.26315601755176043,0.052796896932528314,0.036647066500257175,0.02609706174243076,0.18699865440125785,0.01918929040631978,0.042205316456492836
201557.0,559.0,24.0,1006.0,12942.0,250.0,12532.0,854.0,2534.0,197.0,119.0,1078.0,1e-05,809.0,271.0,7551.0,2745.0,493.0,261.0,0.13794582615689932,2.401608046305038,0.06381494515084696,0.04312093034799025,-0.02317040286627081,0.06219326427492233,0.004521213042019134,0.061237501457835464,0.07382205798778485
